Susceptible,Infected,Recover,Dead,Iter,Zone
51,8,0,0,27,4
44,0,0,0,27,5
57,1,0,0,27,6
42,2,0,0,27,7
36,10,2,0,27,8
45,3,1,0,27,9
44,10,1,0,28,0
50,0,0,0,28,1
48,6,0,0,28,2
36,0,0,0,28,3
51,8,0,0,28,4
45,0,0,0,28,5
55,1,0,0,28,6
40,2,1,0,28,7
38,11,2,0,28,8
48,3,0,0,28,9
43,10,2,0,29,0
49,1,0,0,29,1
50,5,0,0,29,2
35,0,0,0,29,3
51,8,0,0,29,4
44,0,0,0,29,5
55,1,0,0,29,6
39,3,1,0,29,7
40,11,1,0,29,8
48,3,0,0,29,9
41,11,2,0,30,0
45,3,0,0,30,1
54,4,0,0,30,2
34,0,0,0,30,3
52,8,0,0,30,4
44,0,0,0,30,5
54,2,0,0,30,6
39,3,1,0,30,7
41,10,1,0,30,8
46,5,0,0,30,9
41,9,2,0,31,0
43,3,0,0,31,1
56,3,0,0,31,2
33,2,0,0,31,3
54,9,0,0,31,4
42,0,0,0,31,5
52,2,0,0,31,6
34,6,2,0,31,7
40,12,0,0,31,8
48,7,0,0,31,9
38,9,2,0,32,0
46,4,0,0,32,1
53,5,0,0,32,2
31,4,0,0,32,3
52,10,0,0,32,4
41,0,0,0,32,5
52,2,0,0,32,6
36,5,2,0,32,7
39,12,0,0,32,8
49,8,0,0,32,9
39,9,2,0,33,0
46,4,0,0,33,1
52,5,0,0,33,2
29,5,0,0,33,3
49,12,0,0,33,4
41,0,0,0,33,5
50,2,0,0,33,6
37,5,2,0,33,7
39,12,1,0,33,8
52,7,0,0,33,9
39,9,2,0,34,0
44,6,0,0,34,1
50,6,0,0,34,2
30,8,0,0,34,3
47,13,0,0,34,4
41,0,0,0,34,5
49,2,0,0,34,6
39,5,2,0,34,7
38,11,1,0,34,8
52,6,0,0,34,9
39,9,1,0,35,0
44,7,0,0,35,1
50,5,1,0,35,2
32,7,0,0,35,3
48,11,2,0,35,4
40,2,0,0,35,5
47,2,0,0,35,6
36,7,2,0,35,7
39,11,1,0,35,8
51,6,0,0,35,9
37,9,1,0,36,0
43,8,0,0,36,1
47,6,1,0,36,2
33,6,2,0,36,3
49,10,2,0,36,4
41,1,0,0,36,5
45,2,0,0,36,6
36,7,2,0,36,7
41,10,1,0,36,8
50,10,0,0,36,9
38,9,1,0,37,0
42,8,0,0,37,1
46,6,1,0,37,2
34,7,2,0,37,3
47,12,2,0,37,4
42,1,0,0,37,5
42,2,0,0,37,6
34,6,2,0,37,7
43,9,1,0,37,8
51,12,0,0,37,9
41,8,1,0,38,0
42,9,0,0,38,1
46,5,2,0,38,2
36,7,3,0,38,3
44,13,2,0,38,4
41,2,0,0,38,5
42,3,0,0,38,6
31,6,2,0,38,7
42,8,1,0,38,8
47,16,0,0,38,9
41,10,2,0,39,0
41,9,0,0,39,1
44,5,2,0,39,2
36,7,3,0,39,3
41,13,3,0,39,4
39,2,0,0,39,5
41,4,0,0,39,6
32,6,1,0,39,7
43,8,1,0,39,8
48,18,0,0,39,9
38,11,2,0,40,0
41,8,1,0,40,1
44,4,2,0,40,2
34,7,3,0,40,3
40,11,5,0,40,4
40,3,0,0,40,5
41,4,0,0,40,6
35,5,1,0,40,7
42,9,2,0,40,8
50,17,0,0,40,9
39,12,2,0,41,0
42,7,1,0,41,1
44,5,2,0,41,2
33,7,2,0,41,3
39,12,5,0,41,4
40,4,1,0,41,5
41,2,0,0,41,6
34,5,1,0,41,7
41,10,2,0,41,8
46,21,0,0,41,9
38,10,2,0,42,0
44,6,1,0,42,1
43,5,2,0,42,2
32,7,2,0,42,3
40,9,7,0,42,4
38,4,1,0,42,5
42,4,0,0,42,6
36,5,0,0,42,7
39,10,3,0,42,8
46,22,2,0,42,9
37,10,2,0,43,0
41,8,1,0,43,1
44,3,2,0,43,2
33,6,2,0,43,3
37,10,7,0,43,4
40,4,2,0,43,5
41,5,0,0,43,6
37,5,0,0,43,7
39,10,3,0,43,8
44,24,3,0,43,9
38,11,3,0,44,0
39,8,1,0,44,1
42,3,2,0,44,2
38,4,2,0,44,3
34,11,6,0,44,4
38,5,3,0,44,5
38,6,0,0,44,6
39,7,0,0,44,7
41,6,5,0,44,8
43,23,4,0,44,9
36,11,2,0,45,0
39,10,1,0,45,1
41,3,2,0,45,2
37,3,2,0,45,3
35,10,7,0,45,4
38,6,3,0,45,5
39,4,2,0,45,6
36,8,0,0,45,7
40,7,5,0,45,8
46,23,4,0,45,9
34,11,2,0,46,0
38,10,1,0,46,1
42,5,2,0,46,2
36,1,3,0,46,3
36,12,8,0,46,4
40,5,2,0,46,5
39,6,2,0,46,6
36,7,0,0,46,7
40,7,5,0,46,8
43,22,5,0,46,9
37,10,2,0,47,0
39,10,1,0,47,1
43,5,2,0,47,2
37,2,1,0,47,3
34,11,9,0,47,4
40,5,2,0,47,5
36,8,2,0,47,6
35,8,0,0,47,7
38,6,5,0,47,8
44,21,7,0,47,9
35,10,2,0,48,0
39,12,2,0,48,1
42,5,2,0,48,2
39,2,0,0,48,3
33,10,10,0,48,4
36,7,2,0,48,5
38,7,2,0,48,6
35,7,1,0,48,7
36,6,6,0,48,8
47,20,7,0,48,9
34,9,2,0,49,0
40,11,2,0,49,1
38,7,2,0,49,2
41,5,0,0,49,3
34,8,11,0,49,4
35,9,2,0,49,5
36,8,2,0,49,6
33,8,1,0,49,7
37,7,6,0,49,8
46,20,6,0,49,9
35,9,0,0,50,0
39,13,5,0,50,1
39,7,2,0,50,2
39,7,0,0,50,3
34,10,10,0,50,4
33,8,2,0,50,5
36,8,2,0,50,6
32,7,2,0,50,7
37,5,7,0,50,8
46,20,6,0,50,9
36,9,0,0,51,0
38,13,5,0,51,1
38,8,3,0,51,2
39,7,0,0,51,3
34,11,9,0,51,4
34,8,2,0,51,5
36,8,2,0,51,6
31,9,2,0,51,7
36,5,7,0,51,8
45,18,7,0,51,9
36,7,2,0,52,0
38,12,6,0,52,1
35,11,4,0,52,2
38,8,0,0,52,3
36,10,8,0,52,4
34,8,1,0,52,5
35,8,4,0,52,6
32,8,2,0,52,7
37,5,6,0,52,8
44,16,9,0,52,9
38,7,2,0,53,0
36,13,6,0,53,1
37,11,3,0,53,2
38,7,1,0,53,3
38,12,9,0,53,4
32,8,1,0,53,5
33,8,5,0,53,6
32,7,2,0,53,7
33,6,6,0,53,8
42,18,9,0,53,9
37,8,2,0,54,0
38,14,4,0,54,1
39,10,3,0,54,2
34,10,2,0,54,3
36,13,9,0,54,4
30,8,2,0,54,5
35,8,5,0,54,6
32,6,2,0,54,7
32,7,6,0,54,8
40,18,10,0,54,9
39,7,2,0,55,0
37,14,3,0,55,1
42,11,3,0,55,2
32,10,2,0,55,3
37,11,11,0,55,4
29,9,2,0,55,5
34,8,5,0,55,6
33,5,3,0,55,7
31,6,6,0,55,8
38,19,11,0,55,9
37,7,2,0,56,0
35,17,4,0,56,1
38,12,4,0,56,2
30,11,3,0,56,3
34,11,11,0,56,4
28,9,2,0,56,5
34,9,5,0,56,6
35,6,2,0,56,7
32,8,6,0,56,8
41,18,9,0,56,9
36,7,3,0,57,0
32,20,4,0,57,1
36,12,4,0,57,2
31,9,2,0,57,3
33,11,10,0,57,4
26,9,2,0,57,5
33,11,5,0,57,6
37,8,3,0,57,7
30,11,6,0,57,8
41,17,11,0,57,9
33,9,3,0,58,0
29,20,4,0,58,1
35,11,4,0,58,2
29,12,2,0,58,3
37,9,9,0,58,4
25,7,5,0,58,5
33,11,5,0,58,6
37,8,3,0,58,7
33,12,6,0,58,8
40,18,11,0,58,9
33,12,3,0,59,0
26,22,5,0,59,1
34,11,4,0,59,2
29,13,2,0,59,3
41,9,9,0,59,4
25,7,4,0,59,5
33,9,5,0,59,6
36,9,3,0,59,7
29,11,9,0,59,8
39,17,11,0,59,9
33,12,3,0,60,0
27,21,5,0,60,1
36,9,6,0,60,2
26,17,2,0,60,3
43,8,8,0,60,4
24,7,5,0,60,5
32,9,6,0,60,6
35,9,2,0,60,7
29,8,11,0,60,8
37,18,12,0,60,9
31,13,3,0,61,0
23,23,5,0,61,1
34,11,7,0,61,2
26,17,2,0,61,3
45,6,9,0,61,4
24,7,5,0,61,5
31,9,5,0,61,6
37,8,2,0,61,7
27,9,12,0,61,8
40,19,10,0,61,9
28,13,5,0,62,0
24,21,3,1,62,1
34,9,10,0,62,2
28,17,2,0,62,3
45,6,9,0,62,4
25,9,4,0,62,5
29,9,5,0,62,6
35,9,3,0,62,7
27,11,11,0,62,8
40,19,9,0,62,9
26,14,6,0,63,0
23,23,3,1,63,1
34,10,9,0,63,2
26,16,4,0,63,3
46,5,9,0,63,4
24,10,5,0,63,5
31,9,5,0,63,6
35,8,3,0,63,7
28,9,11,0,63,8
39,17,11,0,63,9
26,15,6,0,64,0
22,26,3,1,64,1
35,10,8,0,64,2
26,15,4,0,64,3
44,5,9,0,64,4
24,10,5,0,64,5
29,9,6,0,64,6
34,9,4,0,64,7
29,10,11,0,64,8
38,16,11,0,64,9
25,15,6,0,65,0
23,23,5,1,65,1
35,11,7,0,65,2
25,15,4,0,65,3
44,4,10,0,65,4
23,10,6,0,65,5
28,7,8,0,65,6
33,11,5,0,65,7
31,9,11,0,65,8
39,17,9,0,65,9
23,14,6,0,66,0
26,23,4,0,66,1
36,10,6,0,66,2
26,15,5,0,66,3
44,6,8,0,66,4
21,11,7,1,66,5
28,8,8,0,66,6
32,12,7,0,66,7
29,9,11,0,66,8
37,18,9,0,66,9
22,14,6,0,67,0
27,22,4,0,67,1
33,14,6,0,67,2
28,13,7,0,67,3
41,7,8,0,67,4
21,9,8,1,67,5
27,8,8,0,67,6
33,12,8,0,67,7
28,10,10,0,67,8
39,17,9,0,67,9
23,14,6,0,68,0
25,22,4,0,68,1
35,13,6,0,68,2
31,13,8,0,68,3
38,9,9,0,68,4
19,9,7,1,68,5
29,8,8,0,68,6
32,12,7,0,68,7
24,12,12,0,68,8
38,16,10,0,68,9
26,15,6,0,69,0
23,22,5,0,69,1
32,14,6,0,69,2
28,13,9,0,69,3
38,7,10,0,69,4
19,11,5,1,69,5
26,9,9,0,69,6
30,14,7,0,69,7
23,13,16,0,69,8
38,16,9,0,69,9
26,14,7,0,70,0
20,22,6,0,70,1
32,14,7,0,70,2
25,14,9,0,70,3
38,6,10,0,70,4
20,14,6,1,70,5
26,9,8,0,70,6
30,14,8,0,70,7
21,14,15,0,70,8
39,16,9,0,70,9
27,13,6,0,71,0
19,22,7,0,71,1
33,12,8,1,71,2
23,15,9,0,71,3
37,6,10,0,71,4
20,13,6,0,71,5
26,7,10,0,71,6
28,14,10,0,71,7
22,15,16,0,71,8
40,14,11,0,71,9
27,11,6,0,72,0
18,21,8,0,72,1
31,11,10,1,72,2
22,16,9,0,72,3
36,8,9,0,72,4
18,14,6,0,72,5
26,6,10,0,72,6
31,13,12,0,72,7
25,15,16,0,72,8
37,16,11,0,72,9
28,12,6,0,73,0
17,20,9,0,73,1
32,10,10,1,73,2
22,16,9,0,73,3
34,9,9,0,73,4
18,16,6,0,73,5
25,6,9,0,73,6
31,12,13,0,73,7
26,14,19,0,73,8
34,16,11,0,73,9
26,13,7,0,74,0
19,21,7,0,74,1
34,13,9,1,74,2
21,14,10,0,74,3
33,10,11,0,74,4
18,16,7,0,74,5
25,5,9,0,74,6
32,10,13,0,74,7
22,15,19,0,74,8
32,17,11,0,74,9
27,14,7,0,75,0
18,20,7,0,75,1
33,14,9,1,75,2
17,16,11,0,75,3
31,10,14,0,75,4
18,15,8,0,75,5
26,6,7,0,75,6
30,8,14,0,75,7
22,18,18,0,75,8
34,16,11,0,75,9
25,16,8,0,76,0
18,21,8,0,76,1
32,14,11,1,76,2
17,18,9,0,76,3
28,12,13,0,76,4
20,14,9,0,76,5
26,4,7,0,76,6
28,10,13,0,76,7
21,17,18,0,76,8
34,16,12,0,76,9
24,14,9,0,77,0
19,21,6,0,77,1
30,14,14,1,77,2
16,17,10,0,77,3
27,13,16,0,77,4
22,12,9,0,77,5
24,5,7,0,77,6
27,11,11,0,77,7
25,17,17,0,77,8
32,17,13,0,77,9
23,14,10,0,78,0
20,19,7,0,78,1
30,13,14,1,78,2
19,15,11,0,78,3
27,15,14,0,78,4
19,12,9,0,78,5
21,6,9,0,78,6
27,11,13,0,78,7
25,16,18,0,78,8
33,17,12,0,78,9
21,15,10,0,79,0
19,21,6,0,79,1
28,14,15,1,79,2
21,12,11,0,79,3
25,16,14,0,79,4
19,13,9,0,79,5
22,7,9,0,79,6
28,11,12,0,79,7
24,15,20,0,79,8
34,16,12,0,79,9
21,16,12,0,80,0
18,19,8,1,80,1
29,14,13,1,80,2
22,16,10,0,80,3
25,15,15,0,80,4
19,10,10,0,80,5
19,7,9,0,80,6
27,11,12,0,80,7
24,16,19,0,80,8
33,16,13,0,80,9
21,16,13,0,81,0
19,16,9,1,81,1
28,13,14,1,81,2
21,14,11,0,81,3
24,17,16,0,81,4
17,9,11,0,81,5
18,8,7,0,81,6
29,10,11,0,81,7
25,17,20,0,81,8
33,18,13,0,81,9
23,14,14,0,82,0
18,14,9,1,82,1
28,14,14,1,82,2
20,13,12,0,82,3
26,18,15,0,82,4
15,10,12,0,82,5
16,8,7,0,82,6
26,11,13,0,82,7
25,16,20,0,82,8
34,19,14,0,82,9
23,18,12,0,83,0
17,14,8,1,83,1
28,13,14,1,83,2
18,15,15,0,83,3
27,19,15,0,83,4
16,8,12,0,83,5
15,8,7,0,83,6
26,11,12,0,83,7
25,16,21,0,83,8
32,19,14,0,83,9
21,22,13,0,84,0
20,13,9,1,84,1
30,13,14,2,84,2
19,9,18,0,84,3
27,16,15,0,84,4
13,9,12,0,84,5
15,6,9,0,84,6
25,9,14,0,84,7
25,16,21,0,84,8
31,18,15,0,84,9
20,22,13,0,85,0
18,13,11,2,85,1
30,13,13,2,85,2
19,11,17,0,85,3
26,15,18,0,85,4
12,9,11,0,85,5
15,7,8,0,85,6
27,9,12,0,85,7
24,16,21,0,85,8
31,15,20,0,85,9
21,21,15,0,86,0
18,10,13,2,86,1
28,13,14,2,86,2
20,12,16,0,86,3
26,16,16,0,86,4
14,7,11,0,86,5
12,8,8,0,86,6
29,9,11,0,86,7
22,15,24,0,86,8
30,14,23,0,86,9
18,23,17,0,87,0
19,10,12,2,87,1
29,12,13,2,87,2
19,11,15,0,87,3
25,15,18,0,87,4
13,6,12,0,87,5
12,9,10,0,87,6
28,8,11,0,87,7
23,15,26,0,87,8
32,15,20,0,87,9
17,22,17,0,88,0
18,12,13,2,88,1
30,12,15,2,88,2
17,10,18,0,88,3
24,17,16,0,88,4
14,4,12,0,88,5
13,8,10,0,88,6
27,8,11,0,88,7
21,17,26,0,88,8
33,14,20,0,88,9
16,20,18,0,89,0
19,10,16,2,89,1
29,11,16,2,89,2
16,11,17,0,89,3
29,16,16,0,89,4
14,3,11,0,89,5
12,6,13,0,89,6
24,9,10,0,89,7
20,18,28,0,89,8
33,17,18,0,89,9
16,17,20,0,90,0
21,9,15,3,90,1
29,11,16,1,90,2
16,10,16,0,90,3
27,16,16,0,90,4
14,5,11,0,90,5
12,6,12,0,90,6
22,11,13,0,90,7
22,15,29,0,90,8
32,16,21,0,90,9
15,17,22,0,91,0
19,10,15,3,91,1
32,13,17,1,91,2
15,10,16,0,91,3
26,13,18,0,91,4
15,5,9,0,91,5
12,6,11,0,91,6
22,10,15,0,91,7
24,11,31,0,91,8
28,18,21,0,91,9
14,17,22,0,92,0
21,9,16,3,92,1
31,12,18,1,92,2
15,10,18,0,92,3
23,16,17,0,92,4
11,7,9,0,92,5
10,7,11,0,92,6
23,9,16,0,92,7
25,12,29,0,92,8
31,13,24,0,92,9
16,18,22,0,93,0
21,9,16,2,93,1
30,11,20,1,93,2
11,11,19,0,93,3
24,16,16,1,93,4
9,6,11,0,93,5
12,4,12,0,93,6
23,9,16,0,93,7
25,13,28,0,93,8
30,15,23,0,93,9
16,18,22,0,94,0
20,8,15,2,94,1
31,9,20,1,94,2
9,11,20,0,94,3
23,16,18,1,94,4
11,4,11,0,94,5
14,6,11,0,94,6
23,8,16,0,94,7
23,14,30,0,94,8
30,15,24,0,94,9
16,16,23,0,95,0
19,8,15,2,95,1
28,10,20,1,95,2
12,11,20,0,95,3
23,14,20,1,95,4
9,5,12,0,95,5
15,7,12,0,95,6
23,6,16,0,95,7
24,11,30,0,95,8
28,18,25,0,95,9
16,15,24,0,96,0
18,11,16,2,96,1
27,9,20,1,96,2
12,10,21,0,96,3
22,14,18,1,96,4
10,4,12,0,96,5
15,5,14,0,96,6
22,5,17,0,96,7
24,8,33,0,96,8
30,17,27,0,96,9
17,15,22,0,97,0
19,12,15,1,97,1
26,7,22,1,97,2
10,10,21,1,97,3
22,15,18,1,97,4
9,4,11,0,97,5
14,6,15,0,97,6
21,7,19,0,97,7
24,8,33,0,97,8
32,16,26,0,97,9
18,15,21,0,98,0
19,13,14,1,98,1
25,8,22,1,98,2
9,9,21,1,98,3
21,15,19,1,98,4
9,4,11,0,98,5
15,6,16,0,98,6
25,4,20,0,98,7
22,9,33,0,98,8
30,17,26,0,98,9
18,14,22,0,99,0
19,10,17,1,99,1
24,9,20,1,99,2
8,8,22,1,99,3
22,13,22,1,99,4
9,4,11,0,99,5
15,8,16,0,99,6
22,7,22,0,99,7
23,8,31,0,99,8
30,17,25,0,99,9
19,13,20,0,100,0
19,8,18,1,100,1
23,9,23,1,100,2
9,8,21,1,100,3
20,11,23,1,100,4
8,6,12,0,100,5
16,8,14,0,100,6
22,7,23,0,100,7
23,7,33,0,100,8
30,18,24,1,100,9
20,11,23,0,101,0
19,7,17,1,101,1
26,9,21,1,101,2
7,9,20,1,101,3
19,11,24,1,101,4
6,6,14,0,101,5
15,9,15,0,101,6
20,7,23,0,101,7
24,5,34,0,101,8
32,15,27,1,101,9
23,10,25,0,102,0
17,6,18,1,102,1
24,11,21,1,102,2
11,7,20,1,102,3
17,11,24,1,102,4
4,7,13,0,102,5
13,9,16,0,102,6
20,7,22,0,102,7
24,8,34,0,102,8
31,13,29,1,102,9
20,8,29,0,103,0
19,4,19,1,103,1
24,12,19,1,103,2
11,7,21,1,103,3
17,11,26,1,103,4
5,7,11,0,103,5
13,11,16,0,103,6
18,7,22,0,103,7
24,9,33,0,103,8
32,12,28,1,103,9
19,9,27,0,104,0
17,8,20,1,104,1
25,11,19,1,104,2
9,7,22,1,104,3
16,11,26,1,104,4
4,8,11,0,104,5
14,10,16,0,104,6
20,7,21,0,104,7
24,7,34,0,104,8
31,10,32,1,104,9
21,9,25,0,105,0
17,7,23,1,105,1
23,9,23,1,105,2
9,8,22,1,105,3
16,12,23,1,105,4
4,7,13,0,105,5
16,9,15,0,105,6
19,7,22,0,105,7
23,8,34,0,105,8
31,10,30,1,105,9
18,9,26,0,106,0
16,7,24,1,106,1
20,9,23,1,106,2
10,7,22,1,106,3
16,11,23,1,106,4
7,6,14,0,106,5
17,8,15,0,106,6
20,8,20,0,106,7
24,9,36,0,106,8
28,12,30,1,106,9
17,9,24,0,107,0
14,6,26,2,107,1
17,10,24,1,107,2
12,4,24,0,107,3
17,10,22,1,107,4
9,5,15,0,107,5
16,8,15,0,107,6
22,8,20,0,107,7
23,9,38,0,107,8
29,12,30,1,107,9
17,6,25,0,108,0
14,9,25,2,108,1
16,9,24,1,108,2
12,4,23,0,108,3
18,10,23,1,108,4
10,6,14,0,108,5
17,6,17,0,108,6
20,8,19,0,108,7
21,12,38,0,108,8
30,10,32,1,108,9
15,6,27,0,109,0
16,9,23,2,109,1
18,7,24,2,109,2
11,4,24,0,109,3
16,10,25,0,109,4
11,7,12,0,109,5
18,5,19,0,109,6
19,7,20,0,109,7
21,12,36,0,109,8
29,9,35,1,109,9
15,6,27,0,110,0
15,7,25,2,110,1
19,7,24,2,110,2
12,5,23,0,110,3
16,8,24,0,110,4
11,6,13,0,110,5
18,6,18,0,110,6
18,7,19,0,110,7
19,12,40,0,110,8
29,10,36,1,110,9
16,3,28,0,111,0
15,6,24,2,111,1
18,7,23,2,111,2
10,4,24,0,111,3
17,7,24,0,111,4
10,7,15,0,111,5
16,5,21,0,111,6
19,6,19,0,111,7
20,13,40,0,111,8
30,11,37,1,111,9
14,3,30,0,112,0
14,5,24,2,112,1
17,7,21,2,112,2
10,4,23,0,112,3
19,6,23,0,112,4
11,5,16,0,112,5
17,5,24,0,112,6
18,6,21,0,112,7
19,15,39,0,112,8
32,8,39,1,112,9
13,5,29,0,113,0
17,5,24,2,113,1
14,7,24,2,113,2
11,4,22,0,113,3
20,4,26,0,113,4
10,7,15,0,113,5
17,4,24,0,113,6
17,6,20,0,113,7
18,16,38,0,113,8
31,8,39,1,113,9
12,6,28,0,114,0
15,6,23,2,114,1
14,7,24,2,114,2
11,3,25,0,114,3
21,2,26,0,114,4
9,8,17,0,114,5
17,4,23,0,114,6
17,6,19,0,114,7
17,15,42,0,114,8
32,9,37,1,114,9
14,5,28,0,115,0
16,6,22,2,115,1
13,7,23,2,115,2
11,5,23,0,115,3
20,2,29,0,115,4
9,6,17,0,115,5
16,5,22,0,115,6
15,6,21,0,115,7
18,13,42,0,115,8
32,9,40,1,115,9
17,6,25,0,116,0
15,6,23,2,116,1
12,6,22,2,116,2
9,5,23,0,116,3
20,2,30,0,116,4
8,6,18,0,116,5
17,4,23,0,116,6
14,6,24,0,116,7
19,12,42,0,116,8
31,9,41,1,116,9
17,6,24,0,117,0
17,5,23,2,117,1
