Susceptible,Infected,Recover,Dead,Iter,Zone
49,1,0,0,1,0
52,1,0,0,1,1
49,0,0,0,1,2
49,1,0,0,1,3
51,1,0,0,1,4
49,2,0,0,1,5
47,1,0,0,1,6
49,1,0,0,1,7
49,1,0,0,1,8
46,1,0,0,1,9
49,1,0,0,2,0
51,1,0,0,2,1
49,0,0,0,2,2
52,1,0,0,2,3
50,1,0,0,2,4
49,3,0,0,2,5
48,1,0,0,2,6
48,1,0,0,2,7
48,1,0,0,2,8
45,1,0,0,2,9
50,1,0,0,3,0
53,1,0,0,3,1
48,0,0,0,3,2
51,1,0,0,3,3
47,1,0,0,3,4
51,4,0,0,3,5
48,1,0,0,3,6
47,1,0,0,3,7
48,1,0,0,3,8
45,1,0,0,3,9
48,2,0,0,4,0
53,1,0,0,4,1
50,0,0,0,4,2
50,1,0,0,4,3
46,1,0,0,4,4
50,3,0,0,4,5
49,1,0,0,4,6
48,1,0,0,4,7
50,1,0,0,4,8
44,1,0,0,4,9
47,3,0,0,5,0
54,1,0,0,5,1
53,0,0,0,5,2
49,1,0,0,5,3
48,1,0,0,5,4
49,3,0,0,5,5
48,1,0,0,5,6
47,1,0,0,5,7
49,1,0,0,5,8
43,1,0,0,5,9
47,2,0,0,6,0
53,1,0,0,6,1
53,0,0,0,6,2
49,1,0,0,6,3
49,1,0,0,6,4
50,3,0,0,6,5
45,1,0,0,6,6
46,1,0,0,6,7
47,1,0,0,6,8
48,2,0,0,6,9
50,2,0,0,7,0
52,1,0,0,7,1
54,0,0,0,7,2
48,1,0,0,7,3
49,1,0,0,7,4
48,3,0,0,7,5
44,1,0,0,7,6
47,1,0,0,7,7
47,1,0,0,7,8
48,2,0,0,7,9
52,2,0,0,8,0
52,3,0,0,8,1
52,0,0,0,8,2
49,1,0,0,8,3
49,1,0,0,8,4
50,2,0,0,8,5
43,1,0,0,8,6
45,2,0,0,8,7
48,0,0,0,8,8
46,2,0,0,8,9
49,2,0,0,9,0
55,3,0,0,9,1
49,0,0,0,9,2
50,1,0,0,9,3
49,1,0,0,9,4
51,1,0,0,9,5
44,1,0,0,9,6
45,2,0,0,9,7
49,0,0,0,9,8
45,3,0,0,9,9
50,3,0,0,10,0
55,4,0,0,10,1
51,0,0,0,10,2
48,1,0,0,10,3
47,1,0,0,10,4
49,1,0,0,10,5
47,1,0,0,10,6
44,1,0,0,10,7
49,0,0,0,10,8
45,3,0,0,10,9
55,3,0,0,11,0
56,4,0,0,11,1
50,0,0,0,11,2
47,1,0,0,11,3
48,1,0,0,11,4
48,1,0,0,11,5
46,1,0,0,11,6
44,1,0,0,11,7
47,0,0,0,11,8
44,3,0,0,11,9
54,4,0,0,12,0
56,4,0,0,12,1
49,0,0,0,12,2
48,1,0,0,12,3
47,1,0,0,12,4
50,1,0,0,12,5
48,1,0,0,12,6
42,1,0,0,12,7
47,0,0,0,12,8
43,3,0,0,12,9
55,4,0,0,13,0
56,4,0,0,13,1
49,0,0,0,13,2
50,1,0,0,13,3
45,1,0,0,13,4
53,1,0,0,13,5
48,1,0,0,13,6
41,1,0,0,13,7
46,0,0,0,13,8
41,3,0,0,13,9
52,6,0,0,14,0
56,4,0,0,14,1
49,0,0,0,14,2
51,1,0,0,14,3
44,1,0,0,14,4
52,1,0,0,14,5
49,1,0,0,14,6
40,1,0,0,14,7
47,0,0,0,14,8
42,3,0,0,14,9
52,6,0,0,15,0
56,4,0,0,15,1
47,0,0,0,15,2
52,1,0,0,15,3
44,1,0,0,15,4
52,1,0,0,15,5
47,1,0,0,15,6
40,1,0,0,15,7
46,1,0,0,15,8
46,2,0,0,15,9
51,5,1,0,16,0
56,4,0,0,16,1
48,0,0,0,16,2
49,1,0,0,16,3
46,1,0,0,16,4
51,1,0,0,16,5
46,1,0,0,16,6
41,0,0,0,16,7
46,2,0,0,16,8
