Susceptible,Infected,Recover,Dead,Iter,Zone
48,1,0,0,1,0
51,1,0,0,1,1
49,1,0,0,1,2
48,1,0,0,1,3
50,1,0,0,1,4
46,1,0,0,1,5
51,1,0,0,1,6
47,1,0,0,1,7
49,1,0,0,1,8
51,1,0,0,1,9
48,1,0,0,2,0
50,1,0,0,2,1
49,1,0,0,2,2
47,1,0,0,2,3
50,1,0,0,2,4
46,1,0,0,2,5
51,1,0,0,2,6
51,1,0,0,2,7
47,1,0,0,2,8
51,1,0,0,2,9
48,1,0,0,3,0
50,1,0,0,3,1
48,1,0,0,3,2
49,1,0,0,3,3
47,1,0,0,3,4
44,1,0,0,3,5
51,1,0,0,3,6
51,1,0,0,3,7
46,1,0,0,3,8
56,1,0,0,3,9
48,1,0,0,4,0
50,1,0,0,4,1
47,1,0,0,4,2
48,1,0,0,4,3
47,1,0,0,4,4
44,0,0,0,4,5
49,2,0,0,4,6
53,1,0,0,4,7
48,2,0,0,4,8
56,0,0,0,4,9
48,1,0,0,5,0
47,1,0,0,5,1
48,1,0,0,5,2
52,1,0,0,5,3
46,1,0,0,5,4
45,0,0,0,5,5
48,2,0,0,5,6
54,1,0,0,5,7
47,2,0,0,5,8
55,0,0,0,5,9
46,1,0,0,6,0
46,1,0,0,6,1
50,1,0,0,6,2
52,1,0,0,6,3
47,1,0,0,6,4
44,0,0,0,6,5
50,2,0,0,6,6
53,1,0,0,6,7
46,2,0,0,6,8
56,0,0,0,6,9
47,1,0,0,7,0
49,1,0,0,7,1
50,1,0,0,7,2
53,1,0,0,7,3
47,1,0,0,7,4
42,0,0,0,7,5
49,2,0,0,7,6
52,1,0,0,7,7
45,2,0,0,7,8
56,0,0,0,7,9
45,0,0,0,8,0
50,1,0,0,8,1
49,2,0,0,8,2
57,1,0,0,8,3
46,1,0,0,8,4
43,0,0,0,8,5
48,2,0,0,8,6
50,1,0,0,8,7
44,2,0,0,8,8
58,0,0,0,8,9
47,0,0,0,9,0
48,1,0,0,9,1
50,3,0,0,9,2
59,1,0,0,9,3
46,1,0,0,9,4
42,0,0,0,9,5
49,2,0,0,9,6
48,1,0,0,9,7
42,2,0,0,9,8
58,0,0,0,9,9
46,0,0,0,10,0
48,1,0,0,10,1
49,3,0,0,10,2
59,1,0,0,10,3
45,1,0,0,10,4
44,0,0,0,10,5
49,2,0,0,10,6
48,1,0,0,10,7
43,2,0,0,10,8
58,0,0,0,10,9
46,0,0,0,11,0
48,1,0,0,11,1
48,2,0,0,11,2
57,0,0,0,11,3
47,1,0,0,11,4
46,0,0,0,11,5
51,3,0,0,11,6
47,2,0,0,11,7
40,2,0,0,11,8
59,0,0,0,11,9
44,0,0,0,12,0
46,3,0,0,12,1
49,2,0,0,12,2
57,0,0,0,12,3
47,1,0,0,12,4
46,0,0,0,12,5
49,3,0,0,12,6
48,2,0,0,12,7
43,1,0,0,12,8
59,0,0,0,12,9
41,2,0,0,13,0
48,3,0,0,13,1
49,2,0,0,13,2
57,0,0,0,13,3
46,1,0,0,13,4
45,0,0,0,13,5
48,3,0,0,13,6
50,1,0,0,13,7
43,1,0,0,13,8
60,0,0,0,13,9
38,2,0,0,14,0
48,3,0,0,14,1
49,2,0,0,14,2
57,0,0,0,14,3
49,1,0,0,14,4
45,0,0,0,14,5
50,4,0,0,14,6
48,1,0,0,14,7
42,1,0,0,14,8
60,0,0,0,14,9
39,2,0,0,15,0
47,4,0,0,15,1
52,2,0,0,15,2
55,0,0,0,15,3
49,1,0,0,15,4
43,0,0,0,15,5
48,4,0,0,15,6
49,1,0,0,15,7
42,1,0,0,15,8
61,0,0,0,15,9
39,2,0,0,16,0
